year,id,wrkstat,occ10,prestg10,marital,educ,age,degree,major1,biokids,sex,race,income16,rincom16,pres16,pres20,happy,health,natspac,natenvir,natheal,natcrime,reg16,yrlvmus,yrartxbt,yrmovie,artsout,yrcreat,yrrdg,yrtour,yrstmus,yrarmus,yrstpo,yrarpo,yrclass,yrpod,cvdlvmus,cvdart,cvdmov,cvdcreat,cvdrdg,cvdtour,cvdstmus,cvdarmus,cvdstpo,cvdarpo,cvdclass,cvdpod
2022,3157,4,8140,38,3,12,54,1,NA,4,2,1,10,0,NA,NA,2,2,NA,NA,NA,NA,9,2,2,1,1,2,1,1,2,2,2,2,2,2,4,4,1,4,2,3,4,4,3,3,4,4
2022,3158,1,3910,50,1,17,51,1,NA,NA,2,1,22,22,3,2,2,2,3,2,1,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3159,7,2310,61,1,14,NA,2,NA,NA,2,1,NA,0,3,1,2,2,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3160,7,NA,NA,1,16,32,3,18,NA,1,1,24,0,NA,NA,2,2,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3161,1,9130,35,1,8,NA,0,NA,NA,1,1,17,17,NA,NA,2,3,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3162,4,9620,25,5,13,56,1,NA,NA,1,1,9,0,NA,NA,3,3,2,1,2,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3163,1,7800,45,5,9,42,1,NA,2,2,1,14,13,NA,NA,2,3,2,1,1,1,8,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4
2022,3164,1,3600,48,3,12,31,1,NA,0,2,1,13,12,NA,NA,2,3,2,3,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3165,1,9830,62,1,12,24,1,NA,NA,1,3,16,16,NA,2,1,2,NA,3,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3166,2,410,41,5,14,33,1,NA,0,1,1,18,17,2,2,2,3,1,1,2,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3167,8,5400,38,3,13,43,1,NA,1,2,1,NA,0,2,2,3,4,NA,NA,NA,NA,6,1,2,1,2,1,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,4,2
2022,3168,1,3420,55,3,16,32,3,12,2,1,1,16,15,3,3,2,3,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3169,8,1430,63,3,16,58,3,18,NA,1,1,1,0,2,1,3,2,1,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3170,3,5240,31,3,12,50,1,NA,NA,2,1,16,15,2,2,2,3,3,2,2,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3171,4,4600,35,5,10,18,0,NA,NA,2,1,18,2,NA,NA,2,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3172,8,8030,40,3,14,52,2,80,NA,1,3,12,0,2,2,2,3,3,3,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3173,2,5510,29,5,10,38,1,NA,NA,1,1,15,15,NA,NA,2,4,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3174,1,5000,46,4,14,33,2,9,2,2,1,16,16,NA,NA,3,3,NA,NA,NA,NA,7,1,2,1,1,1,2,1,1,1,2,2,2,2,1,2,1,2,2,2,3,3,2,2,2,2
2022,3175,1,3255,64,3,15,65,2,36,NA,2,1,22,20,1,2,2,2,1,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3176,3,4510,36,5,14,43,1,NA,NA,2,1,19,15,NA,1,1,2,2,1,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3177,5,3640,48,1,14,71,2,51,NA,1,1,16,0,1,1,3,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3178,5,9130,35,3,13,56,1,NA,2,1,1,14,0,1,1,3,4,NA,NA,NA,NA,8,2,2,2,NA,2,1,2,2,1,2,2,2,2,4,4,4,4,2,4,4,4,4,4,4,4
2022,3179,8,4720,28,3,12,51,1,NA,5,2,1,10,0,NA,NA,2,3,2,1,2,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3180,3,7200,45,5,15,34,1,NA,NA,1,1,10,0,2,NA,3,4,NA,NA,NA,NA,9,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,4,4,2,4,4,1,4
2022,3181,1,120,53,1,16,38,3,8,NA,2,1,22,18,2,2,3,4,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3182,1,8740,39,3,13,42,1,NA,NA,1,3,25,20,NA,NA,2,2,2,1,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3183,5,4120,34,2,8,81,0,NA,NA,2,2,19,0,NA,NA,2,3,3,2,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3184,1,4700,38,1,14,47,1,NA,2,2,1,22,17,2,2,1,2,2,1,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3185,1,6440,43,5,12,26,1,NA,2,1,1,17,17,NA,NA,2,2,2,1,1,1,8,1,2,1,1,1,2,2,1,1,2,2,2,2,3,4,2,2,4,4,2,4,4,4,4,4
2022,3186,7,800,60,3,16,49,3,9,NA,2,1,14,0,NA,2,1,1,1,2,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3187,5,2160,44,2,13,75,1,NA,NA,2,1,NA,0,2,2,1,2,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3188,5,3255,64,2,16,84,2,36,NA,2,1,10,0,2,2,2,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3189,1,2340,38,5,16,35,3,8,0,1,1,19,13,NA,2,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3190,7,6260,28,1,14,34,2,51,1,1,1,15,0,NA,NA,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3191,5,3060,80,1,20,76,4,34,NA,1,1,23,0,2,2,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3192,5,8320,32,1,12,67,1,NA,NA,2,1,20,0,1,1,2,2,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3193,5,2200,74,1,18,60,4,8,NA,2,1,26,0,NA,NA,2,2,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3194,1,4840,43,1,12,38,1,NA,NA,1,1,26,26,2,2,2,2,3,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3195,5,3255,64,2,18,79,4,36,2,2,1,20,0,2,2,1,2,1,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3196,1,8300,26,1,12,57,0,NA,NA,2,1,NA,NA,NA,NA,2,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3197,5,2310,61,1,18,NA,4,51,NA,1,1,NA,0,2,2,1,4,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3198,1,4965,31,1,13,NA,1,NA,NA,2,1,NA,NA,2,2,2,1,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3199,7,740,33,1,12,NA,1,NA,NA,2,1,NA,0,2,2,2,4,2,1,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3200,2,3255,64,1,20,40,4,36,NA,2,1,22,21,2,2,2,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3201,5,5700,47,2,12,89,1,NA,NA,2,1,NA,0,2,2,2,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3202,1,9030,65,1,18,49,4,59,NA,1,1,NA,NA,NA,2,2,2,1,1,2,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3203,2,4620,35,1,16,36,3,63,NA,2,1,26,NA,NA,2,2,1,3,2,1,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3204,2,4600,35,1,14,35,1,NA,NA,2,3,18,10,NA,NA,2,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3205,1,50,53,1,16,42,3,42,NA,2,1,22,22,2,2,2,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3206,1,430,39,5,14,39,1,NA,NA,1,1,17,16,2,2,2,2,1,1,1,1,9,2,1,1,1,2,1,2,1,1,2,1,2,2,3,2,2,4,2,4,2,2,2,2,4,2
2022,3207,5,3740,59,1,16,64,3,9,NA,1,1,21,0,NA,NA,1,2,2,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3208,1,1600,59,1,16,45,3,8,NA,1,1,18,0,1,1,3,2,NA,NA,NA,NA,7,2,2,2,NA,2,1,1,2,1,2,1,2,1,4,3,4,3,2,4,3,2,2,2,4,1
2022,3209,1,3955,32,4,12,NA,1,NA,NA,2,3,NA,NA,1,1,1,2,2,1,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3210,1,9360,24,5,14,NA,1,NA,NA,2,3,19,19,NA,NA,2,1,NA,NA,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3211,1,1930,66,1,17,45,3,18,NA,1,1,26,26,1,1,2,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3212,1,3740,59,1,16,NA,2,50,NA,1,1,NA,NA,1,1,2,2,2,1,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3213,4,4720,28,5,12,NA,0,NA,NA,2,1,9,2,NA,NA,2,3,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3214,4,6260,28,5,13,32,1,NA,NA,1,1,20,17,2,NA,NA,3,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3215,1,4700,38,5,12,28,1,NA,NA,1,1,18,18,NA,NA,2,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3216,1,9830,62,1,20,64,4,1,4,1,1,26,26,NA,2,1,1,NA,NA,NA,NA,6,2,2,2,NA,2,2,1,2,1,2,2,2,2,4,4,2,4,2,2,4,2,4,4,4,4
2022,3217,1,5850,32,1,13,NA,1,NA,NA,1,2,NA,NA,1,1,2,2,2,1,1,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3218,1,3258,72,1,18,35,4,36,NA,2,1,26,23,2,2,2,1,NA,NA,NA,NA,7,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,4,4,4,4,4,4,4
2022,3219,5,4465,49,2,14,NA,2,50,NA,1,1,NA,0,NA,1,2,3,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3220,1,4760,31,1,14,46,1,NA,NA,1,1,NA,0,2,2,1,1,3,2,1,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3221,2,230,59,1,14,63,1,NA,2,2,1,23,9,2,2,1,2,NA,NA,NA,NA,7,1,2,1,1,2,1,2,1,1,2,2,2,1,1,2,2,2,2,4,2,2,4,4,4,2
2022,3222,5,4510,36,1,12,69,1,NA,2,2,1,23,0,2,2,2,2,2,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3223,1,7630,31,4,14,46,1,NA,NA,1,1,18,18,2,2,2,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3224,1,2200,74,2,19,65,4,9,NA,2,2,25,25,1,1,2,1,2,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3225,1,5110,40,1,20,46,3,9,1,2,1,23,20,2,2,2,3,1,2,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3226,1,5400,38,1,12,74,1,NA,NA,2,1,13,13,2,2,2,2,2,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3227,7,NA,NA,3,17,44,3,77,NA,2,1,22,0,1,NA,3,3,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3228,4,9620,25,5,14,48,1,NA,0,1,1,NA,NA,NA,1,2,1,2,1,1,1,7,2,2,2,NA,2,1,2,2,2,2,2,2,2,4,4,4,4,2,4,4,4,4,4,4,4
2022,3229,1,3255,64,3,18,38,3,55,NA,2,1,20,20,2,2,3,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3230,1,2900,43,3,14,NA,1,NA,NA,2,1,NA,NA,2,2,1,1,3,1,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3231,2,3255,64,1,20,38,4,36,2,2,1,26,21,1,1,2,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3232,1,1107,48,5,20,60,4,36,NA,1,1,23,23,1,1,1,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3233,4,5620,25,5,9,23,0,NA,NA,1,1,NA,0,NA,NA,2,3,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3234,1,3600,48,2,11,36,1,NA,NA,2,1,18,13,2,NA,2,2,NA,NA,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3235,8,7810,28,3,11,52,0,NA,NA,1,1,8,0,NA,NA,2,4,1,1,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3236,5,9640,22,2,10,65,0,NA,NA,2,1,10,0,NA,NA,3,2,NA,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3237,2,2300,53,5,12,18,1,NA,NA,2,1,19,9,NA,NA,2,2,2,1,1,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3238,5,6740,42,1,12,59,1,NA,2,1,1,15,0,NA,NA,2,4,NA,NA,NA,NA,7,1,2,2,2,2,1,2,2,2,2,2,2,2,4,4,4,4,2,4,2,2,4,4,4,4
2022,3239,1,6230,44,5,9,39,0,NA,2,1,3,20,20,NA,NA,2,1,1,1,1,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3240,7,NA,NA,1,6,28,0,NA,NA,2,NA,1,0,NA,NA,2,3,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3241,1,4600,35,3,16,65,2,9,NA,2,1,18,18,2,2,1,2,2,1,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3242,7,NA,NA,1,12,34,1,NA,4,2,2,7,0,1,NA,1,2,NA,NA,NA,NA,7,2,2,2,NA,2,1,2,2,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
2022,3243,1,4700,38,1,11,31,1,NA,NA,1,1,21,19,NA,NA,2,3,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3244,1,3258,72,1,19,57,4,36,2,1,1,26,26,2,2,1,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3245,1,3710,66,1,13,44,1,NA,2,1,1,20,19,2,2,1,2,2,2,1,1,7,2,2,1,2,2,1,2,2,2,2,2,2,2,4,4,2,4,2,4,4,4,4,4,4,4
2022,3246,4,5520,32,4,12,47,1,NA,NA,2,1,16,14,NA,NA,2,3,2,1,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3247,5,4700,38,2,12,89,1,NA,NA,2,1,13,0,2,2,2,3,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3248,3,230,59,1,20,61,4,66,NA,2,2,26,26,1,1,2,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3249,2,3600,48,5,12,31,1,NA,NA,1,1,2,0,NA,NA,3,3,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3250,5,5540,45,2,15,70,1,NA,NA,2,1,21,21,2,2,2,2,2,3,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3251,1,8220,44,1,11,40,1,NA,NA,2,1,12,3,NA,NA,2,3,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3252,5,6200,49,1,12,66,1,NA,NA,1,1,13,0,NA,NA,2,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3253,5,5550,45,3,12,70,1,NA,NA,1,1,NA,0,NA,NA,3,2,3,2,2,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3254,2,2310,61,1,17,42,3,8,NA,2,1,NA,NA,NA,NA,2,2,2,3,2,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3255,1,4000,50,2,12,64,1,NA,NA,2,1,16,16,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3256,6,4110,31,3,14,37,1,NA,NA,2,1,8,8,3,2,2,2,3,1,2,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3257,1,4250,37,3,12,45,1,NA,0,1,1,20,20,2,2,2,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3258,1,5510,29,1,12,51,1,NA,0,1,1,16,16,2,2,2,2,3,2,1,1,7,2,2,2,NA,2,2,2,2,1,2,NA,2,2,4,4,4,4,4,4,2,2,4,4,4,4
2022,3259,7,4230,25,5,12,38,1,NA,NA,2,1,8,0,NA,2,2,3,2,1,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3260,1,2160,44,4,12,46,1,NA,2,2,1,14,12,NA,NA,2,2,NA,NA,NA,NA,9,2,2,2,NA,2,1,2,2,1,1,1,2,1,4,4,4,4,4,4,1,1,1,1,2,2
2022,3261,5,7750,35,3,11,71,0,NA,NA,1,1,15,0,2,2,3,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3262,1,4620,35,1,16,38,3,40,3,1,1,20,13,2,2,1,2,2,2,2,1,7,2,2,1,2,2,2,2,2,1,2,2,2,2,2,4,2,4,4,4,4,2,4,2,4,4
2022,3263,1,1920,57,3,15,60,1,NA,NA,2,1,20,16,1,2,2,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3264,1,430,39,1,14,62,1,NA,2,1,1,21,21,NA,NA,2,3,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
